id,x,y,w,h
ani018-Attack-1-1,4902,1885,67,55
ani018-Attack-1-2,4030,2085,68,57
ani018-Attack-1-3,4030,1337,74,58
ani018-Attack-1-4,4661,1402,75,56
ani018-Attack-1-5,84,2151,72,62
ani018-Attack-1-6,4568,1474,71,58
ani018-Attack-2-1,158,1413,89,52
ani018-Attack-2-2,470,1357,88,51
ani018-Attack-2-3,2242,407,87,51
ani018-Attack-2-4,3440,246,84,49
ani018-Attack-2-5,4758,911,95,45
ani018-Attack-2-6,4343,576,97,49
ani018-Attack-2-7,1767,665,91,46
ani018-Attack-3-1,4650,2271,66,66
ani018-Attack-3-2,4650,2337,66,63
ani018-Attack-3-3,3330,830,60,57
ani018-Attack-3-4,2932,735,56,56
ani018-Attack-3-5,1767,1082,82,55
ani018-Attack-3-6,3633,347,76,52
ani018-Attack-4-1,3693,870,32,71
ani018-Attack-4-2,2556,976,33,69
ani018-Attack-4-3,1224,2387,36,67
ani018-Attack-4-4,2792,1855,50,57
ani018-Attack-4-5,1152,2228,37,56
ani018-Attack-4-6,1375,2365,36,64
ani018-Attack-4-7,315,2339,32,67
ani018-Attack-5-1,4439,2146,67,67
ani018-Attack-5-2,4222,2001,68,67
ani018-Attack-5-3,4439,1353,74,58
ani018-Attack-5-4,4754,1439,75,53
ani018-Attack-5-5,84,2213,72,58
ani018-Attack-5-6,4568,1532,71,58
ani018-Attack-6-1,1253,539,89,51
ani018-Attack-6-2,558,1403,88,49
ani018-Attack-6-3,2329,457,87,49
ani018-Attack-6-4,3356,246,84,51
ani018-Attack-6-5,4758,956,95,45
ani018-Attack-6-6,4902,967,98,44
ani018-Attack-6-7,582,752,90,45
ani018-Attack-7-1,4819,2319,66,58
ani018-Attack-7-2,4753,2328,66,58
ani018-Attack-7-3,3902,1439,59,57
ani018-Attack-7-4,2120,1156,56,63
ani018-Attack-7-5,1881,1096,82,55
ani018-Attack-7-6,3523,409,76,54
ani018-Stand-0-1,83,2626,31,64
ani018-Stand-0-2,708,2210,32,64
ani018-Stand-0-3,877,2140,32,64
ani018-Stand-1-1,89,1396,69,60
ani018-Stand-1-2,4120,1992,68,60
ani018-Stand-1-3,4030,2025,68,60
ani018-Stand-2-1,0,1468,89,52
ani018-Stand-2-2,158,1465,89,52
ani018-Stand-2-3,0,1520,89,52
ani018-Stand-3-1,4343,2400,66,68
ani018-Stand-3-2,4568,1950,67,68
ani018-Stand-3-3,4439,2078,67,68
ani018-Stand-4-1,2524,936,32,71
ani018-Stand-4-2,1620,1510,32,70
ani018-Stand-4-3,1700,2021,32,70
ani018-Stand-5-1,89,1329,69,67
ani018-Stand-5-2,4222,2068,68,67
ani018-Stand-5-3,4222,2135,68,67
ani018-Stand-6-1,1253,590,89,51
ani018-Stand-6-2,1163,636,89,51
ani018-Stand-6-3,1023,739,89,51
ani018-Stand-7-1,4650,2400,66,57
ani018-Stand-7-2,4753,1856,67,57
ani018-Stand-7-3,4753,1913,67,57
ani018-Walk-0-1,617,2528,30,63
ani018-Walk-0-2,46,2660,31,62
ani018-Walk-0-3,77,2690,31,60
ani018-Walk-0-4,968,2186,29,59
ani018-Walk-0-5,0,2690,31,61
ani018-Walk-0-6,3996,2006,34,63
ani018-Walk-0-7,4188,2039,34,62
ani018-Walk-0-8,2086,1194,34,61
ani018-Walk-1-1,4895,2647,65,54
ani018-Walk-1-2,4647,2677,65,56
ani018-Walk-1-3,671,1531,73,56
ani018-Walk-1-4,84,2271,72,57
ani018-Walk-1-5,4753,1796,67,60
ani018-Walk-1-6,4753,1735,67,61
ani018-Walk-1-7,4568,2445,66,57
ani018-Walk-2-1,2333,405,87,52
ani018-Walk-2-2,158,1358,89,55
ani018-Walk-2-3,1881,446,92,56
ani018-Walk-2-4,2242,124,93,56
ani018-Walk-2-5,1881,609,91,55
ani018-Walk-2-6,744,1302,88,60
ani018-Walk-2-7,0,1161,89,61
ani018-Walk-2-8,744,1362,88,58
ani018-Walk-3-1,4222,1695,70,66
ani018-Walk-3-2,4343,1390,71,68
ani018-Walk-3-3,4343,1914,68,72
ani018-Walk-3-4,4568,2245,66,72
ani018-Walk-3-5,84,1945,72,71
ani018-Walk-3-6,4439,1452,71,67
ani018-Walk-3-7,4122,1559,70,67
ani018-Walk-4-1,1372,1892,30,75
ani018-Walk-4-2,4537,947,31,73
ani018-Walk-4-3,1735,1373,32,73
ani018-Walk-4-4,2560,1779,29,76
ani018-Walk-4-5,4537,648,31,77
ani018-Walk-4-6,3996,867,34,73
ani018-Walk-4-7,3599,340,34,75
ani018-Walk-4-8,3599,415,34,75
ani018-Walk-5-1,4753,2488,65,72
ani018-Walk-5-2,4898,2510,65,71
ani018-Walk-5-3,671,1183,73,70
ani018-Walk-5-4,84,2016,72,68
ani018-Walk-5-5,4222,1931,68,70
ani018-Walk-5-6,4343,2061,67,72
ani018-Walk-5-7,4439,2312,66,72
ani018-Walk-6-1,2676,305,87,55
ani018-Walk-6-2,0,1358,89,57
ani018-Walk-6-3,2473,197,93,58
ani018-Walk-6-4,2359,100,93,57
ani018-Walk-6-5,1881,553,91,56
ani018-Walk-6-6,559,1233,88,59
ani018-Walk-6-7,269,1358,89,59
ani018-Walk-6-8,470,1301,88,56
ani018-Walk-7-1,4030,1520,70,57
ani018-Walk-7-2,4568,1590,71,58
ani018-Walk-7-3,4118,2052,68,53
ani018-Walk-7-4,4439,2450,66,51
ani018-Walk-7-5,4753,1598,72,55
ani018-Walk-7-6,4661,1636,72,57
ani018-Walk-7-7,4343,1771,70,58
ani019-Attack-0-1,718,1903,47,47
ani019-Attack-0-2,1240,2013,44,51
ani019-Attack-0-3,2349,1237,52,67
ani019-Attack-0-4,1959,2448,47,58
ani019-Attack-0-5,1780,2053,39,56
ani019-Attack-0-6,3226,630,43,45
ani019-Attack-1-1,1652,1718,53,45
ani019-Attack-1-2,3042,1147,55,47
ani019-Attack-1-3,2589,1168,52,69
ani019-Attack-1-4,3203,1398,54,55
ani019-Attack-1-5,1610,2113,42,55
ani019-Attack-1-6,2174,1395,52,46
ani019-Attack-2-1,2845,452,62,49
ani019-Attack-2-2,3103,726,61,51
ani019-Attack-2-3,1817,2290,47,65
ani019-Attack-2-4,2712,724,57,48
ani019-Attack-2-5,1652,2248,45,54
ani019-Attack-2-6,2645,917,56,51
ani019-Attack-3-1,2640,1500,51,52
ani019-Attack-3-2,3203,1453,54,54
ani019-Attack-3-3,2510,2052,50,61
ani019-Attack-3-4,2794,1550,51,50
ani019-Attack-3-5,3877,681,43,56
ani019-Attack-3-6,2589,1399,51,59
ani019-Attack-4-1,1959,2506,47,57
ani019-Attack-4-2,1152,2017,44,55
ani019-Attack-4-3,2796,1376,51,58
ani019-Attack-4-4,934,1781,47,51
ani019-Attack-4-5,1781,1938,39,59
ani019-Attack-4-6,3481,514,42,65
ani019-Attack-5-1,1319,1789,53,55
ani019-Attack-5-2,2987,1083,55,53
ani019-Attack-5-3,2453,1421,52,61
ani019-Attack-5-4,3094,1580,54,48
ani019-Attack-5-5,1919,1737,42,56
ani019-Attack-5-6,2745,1325,51,62
ani019-Attack-6-1,2713,608,62,46
ani019-Attack-6-2,3269,743,61,47
ani019-Attack-6-3,1912,2338,47,65
ani019-Attack-6-4,2712,772,57,47
ani019-Attack-6-5,1652,2193,45,55
ani019-Attack-6-6,3152,1056,55,53
ani019-Attack-7-1,2640,1651,51,44
ani019-Attack-7-2,3040,1593,54,48
ani019-Attack-7-3,2589,1783,50,67
ani019-Attack-7-4,2640,1446,51,54
ani019-Attack-7-5,1919,1680,42,57
ani019-Attack-7-6,2432,1666,51,46
ani019-Stand-0-1,671,1924,47,47
ani019-Stand-0-2,765,1916,47,46
ani019-Stand-0-3,718,1950,47,46
ani019-Stand-1-1,1732,1565,53,46
ani019-Stand-1-2,1652,1763,53,45
ani019-Stand-1-3,1652,1808,53,45
ani019-Stand-2-1,2845,501,62,49
ani019-Stand-2-2,2755,510,62,49
ani019-Stand-2-3,2672,552,62,49
ani019-Stand-3-1,2589,1511,51,52
ani019-Stand-3-2,1881,1378,51,53
ani019-Stand-3-3,2589,1458,51,53
ani019-Stand-4-1,1959,2563,47,57
ani019-Stand-4-2,269,2147,46,56
ani019-Stand-4-3,352,2114,46,56
ani019-Stand-5-1,1319,1862,53,55
ani019-Stand-5-2,2692,1425,51,55
ani019-Stand-5-3,2692,1480,51,55
ani019-Stand-6-1,2932,496,62,47
ani019-Stand-6-2,2845,565,62,47
ani019-Stand-6-3,2994,496,62,47
ani019-Stand-7-1,2432,1712,51,45
ani019-Stand-7-2,2432,1757,51,45
ani019-Stand-7-3,2742,1600,51,45
ani019-Walk-0-1,856,1904,47,48
ani019-Walk-0-2,1814,2355,45,46
ani019-Walk-0-3,856,1855,47,49
ani019-Walk-0-4,1859,2356,45,46
ani019-Walk-1-1,1874,1507,53,47
ani019-Walk-1-2,2987,1185,55,47
ani019-Walk-1-3,2405,1094,56,46
ani019-Walk-1-4,2932,1218,55,46
ani019-Walk-2-1,2589,576,62,49
ani019-Walk-2-2,3915,961,63,50
ani019-Walk-2-3,3788,1108,63,51
ani019-Walk-2-4,3851,976,63,50
ani019-Walk-3-1,2795,1434,51,51
ani019-Walk-3-2,2589,1296,52,55
ani019-Walk-3-3,1402,1846,53,55
ani019-Walk-3-4,2693,1309,52,55
ani019-Walk-4-1,1019,1739,47,57
ani019-Walk-4-2,1491,2164,45,58
ani019-Walk-4-3,269,2089,46,58
ani019-Walk-4-4,1536,2117,45,58
ani019-Walk-5-1,2641,1268,52,56
ani019-Walk-5-2,1163,1689,53,56
ani019-Walk-5-3,2932,1528,54,56
ani019-Walk-5-4,1216,1741,53,56
ani019-Walk-6-1,2589,625,62,48
ani019-Walk-6-2,3914,1011,63,48
ani019-Walk-6-3,3914,1059,63,48
ani019-Walk-6-4,3851,1074,63,48
ani019-Walk-7-1,2640,1695,51,43
ani019-Walk-7-2,2120,1399,52,46
ani019-Walk-7-3,1455,1970,53,49
ani019-Walk-7-4,2231,1349,52,47
ani029-Attack-0-1,1493,458,35,92
ani029-Attack-0-2,4186,2101,36,92
ani029-Attack-0-3,4714,2465,39,80
ani029-Attack-0-4,4846,2166,56,82
ani029-Attack-0-5,270,871,42,92
ani029-Attack-0-6,115,868,43,86
ani029-Attack-0-7,4186,2193,36,89
ani029-Attack-1-1,1163,1416,85,80
ani029-Attack-1-2,2006,545,86,77
ani029-Attack-1-3,4243,380,100,75
ani029-Attack-1-4,1163,157,120,74
ani029-Attack-1-5,4352,205,105,72
ani029-Attack-1-6,1251,972,88,73
ani029-Attack-2-1,593,395,117,79
ani029-Attack-2-2,2475,0,114,75
ani029-Attack-2-3,1900,0,115,70
ani029-Attack-2-4,0,206,130,64
ani029-Attack-2-5,750,0,138,61
ani029-Attack-2-6,312,144,132,64
ani029-Attack-2-7,1023,272,120,65
ani029-Attack-3-1,856,906,88,103
ani029-Attack-3-2,470,779,89,95
ani029-Attack-3-3,555,1844,84,90
ani029-Attack-3-4,85,1774,72,89
ani029-Attack-3-5,158,1061,111,79
ani029-Attack-3-6,4686,92,108,80
ani029-Attack-4-1,435,423,35,114
ani029-Attack-4-2,1619,414,35,109
ani029-Attack-4-3,1577,824,39,104
ani029-Attack-4-4,4846,1644,56,94
ani029-Attack-4-5,4302,866,41,91
ani029-Attack-4-6,4299,1260,44,100
ani029-Attack-4-7,4963,2543,37,107
ani029-Attack-5-1,1023,1371,85,104
ani029-Attack-5-2,2242,458,86,102
ani029-Attack-5-3,4349,335,100,81
ani029-Attack-5-4,1287,130,120,76
ani029-Attack-5-5,4463,204,105,90
ani029-Attack-5-6,470,874,89,92
ani029-Attack-6-1,862,329,118,78
ani029-Attack-6-2,2245,49,114,75
ani029-Attack-6-3,158,721,116,65
ani029-Attack-6-4,158,212,130,65
ani029-Attack-6-5,888,0,138,60
ani029-Attack-6-6,158,148,132,64
ani029-Attack-6-7,1023,206,120,66
ani029-Attack-7-1,470,1053,89,84
ani029-Attack-7-2,1402,709,88,83
ani029-Attack-7-3,269,1814,84,73
ani029-Attack-7-4,84,1863,72,82
ani029-Attack-7-5,1163,357,112,80
ani029-Attack-7-6,4030,255,107,78
ani029-Stand-0-1,1493,550,35,88
ani029-Stand-0-2,1619,523,35,88
ani029-Stand-0-3,1619,611,35,88
ani029-Stand-1-1,470,1220,89,81
ani029-Stand-1-2,1528,566,91,81
ani029-Stand-1-3,1654,616,91,81
ani029-Stand-2-1,470,433,117,78
ani029-Stand-2-2,1283,206,119,77
ani029-Stand-2-3,1163,231,119,77
ani029-Stand-3-1,1252,641,88,105
ani029-Stand-3-2,1163,687,88,105
ani029-Stand-3-3,1023,790,88,105
ani029-Stand-4-1,123,645,35,112
ani029-Stand-4-2,435,544,35,111
ani029-Stand-4-3,123,757,35,111
ani029-Stand-5-1,1767,711,90,105
ani029-Stand-5-2,1654,410,91,105
ani029-Stand-5-3,1767,560,91,105
ani029-Stand-6-1,862,407,118,77
ani029-Stand-6-2,868,252,119,77
ani029-Stand-6-3,1023,337,119,77
ani029-Stand-7-1,269,1417,87,81
ani029-Stand-7-2,312,882,89,81
ani029-Stand-7-3,270,963,89,81
ani029-Walk-0-1,4186,2282,36,87
ani029-Walk-0-2,4186,2369,36,86
ani029-Walk-0-3,1967,697,39,94
ani029-Walk-0-4,428,770,42,93
ani029-Walk-0-5,4302,957,41,89
ani029-Walk-0-6,3688,1085,37,94
ani029-Walk-0-7,2206,749,36,93
ani029-Walk-1-1,269,1498,87,77
ani029-Walk-1-2,856,588,90,84
ani029-Walk-1-3,1402,443,91,84
ani029-Walk-1-4,1528,484,91,82
ani029-Walk-1-5,744,606,90,76
ani029-Walk-1-6,470,1512,87,81
ani029-Walk-2-1,312,639,116,71
ani029-Walk-2-2,1528,157,113,74
ani029-Walk-2-3,0,759,115,75
ani029-Walk-2-4,470,296,123,76
ani029-Walk-2-5,470,142,129,75
ani029-Walk-2-6,1023,79,124,72
ani029-Walk-2-7,312,710,116,71
ani029-Walk-3-1,2120,476,86,97
ani029-Walk-3-2,3726,156,84,101
ani029-Walk-3-3,3726,51,84,105
ani029-Walk-3-4,4761,657,95,107
ani029-Walk-3-5,4902,190,98,98
ani029-Walk-3-6,1163,539,90,97
ani029-Walk-4-1,987,281,36,112
ani029-Walk-4-2,2206,642,36,107
ani029-Walk-4-3,1577,714,39,110
ani029-Walk-4-4,428,655,42,115
ani029-Walk-4-5,2201,933,41,111
ani029-Walk-4-6,4716,2355,37,110
ani029-Walk-4-7,2206,531,36,111
ani029-Walk-5-1,557,1452,87,101
ani029-Walk-5-2,4911,0,89,96
ani029-Walk-5-3,1528,383,91,101
ani029-Walk-5-4,1654,515,91,101
ani029-Walk-5-5,1654,697,90,103
ani029-Walk-5-6,470,1408,87,104
ani029-Walk-6-1,312,564,116,75
ani029-Walk-6-2,1881,219,113,76
ani029-Walk-6-3,0,834,115,72
ani029-Walk-6-4,312,369,123,76
ani029-Walk-6-5,0,270,129,77
ani029-Walk-6-6,1163,74,124,75
ani029-Walk-6-7,158,646,116,75
ani029-Walk-7-1,2120,573,86,80
ani029-Walk-7-2,158,1724,84,79
ani029-Walk-7-3,470,1876,84,81
ani029-Walk-7-4,4663,745,95,81
ani029-Walk-7-5,4902,466,98,82
ani029-Walk-7-6,1023,654,90,85
ani049-Attack-0-1,4884,2498,14,32
ani049-Attack-0-2,4633,2615,14,34
ani049-Attack-0-3,4633,2649,14,34
ani049-Attack-0-4,1746,344,18,24
ani049-Attack-0-5,4636,1821,20,36
ani049-Attack-1-1,685,2117,33,29
ani049-Attack-1-2,684,2146,33,29
ani049-Attack-1-3,586,2533,31,29
ani049-Attack-1-4,1189,2310,37,27
ani049-Attack-1-5,2134,2344,33,34
ani049-Attack-2-1,3953,1872,43,30
ani049-Attack-2-2,312,1335,42,23
ani049-Attack-2-3,1342,539,43,22
ani049-Attack-2-4,4290,2423,51,34
ani049-Attack-2-5,3097,1230,55,24
ani049-Attack-3-1,2086,1941,33,38
ani049-Attack-3-2,2086,1586,34,30
ani049-Attack-3-3,224,837,33,26
ani049-Attack-3-4,3682,1576,43,42
ani049-Attack-3-5,2369,1830,50,28
ani049-Attack-4-1,3881,437,14,42
ani049-Attack-4-2,4885,2463,14,35
ani049-Attack-4-3,987,252,14,29
ani049-Attack-4-4,4735,1593,18,47
ani049-Attack-4-5,4636,1857,20,35
ani049-Attack-5-1,2086,1979,33,38
ani049-Attack-5-2,2086,1409,33,32
ani049-Attack-5-3,269,2203,31,28
ani049-Attack-5-4,1406,2476,36,42
ani049-Attack-5-5,685,2054,33,33
ani049-Attack-6-1,3953,1902,43,30
ani049-Attack-6-2,1961,1739,42,24
ani049-Attack-6-3,269,1335,43,23
ani049-Attack-6-4,2691,1795,51,29
ani049-Attack-6-5,3152,1226,55,26
ani049-Attack-7-1,901,1995,33,29
ani049-Attack-7-2,2086,1616,34,30
ani049-Attack-7-3,901,2024,33,29
ani049-Attack-7-4,1881,806,42,21
ani049-Attack-7-5,2319,1832,50,28
ani049-Stand-0-1,4884,2530,14,32
ani049-Stand-0-2,4883,2562,14,32
ani049-Stand-0-3,1619,383,14,31
ani049-Stand-0-4,4883,2594,14,32
ani049-Stand-1-1,685,2087,33,30
ani049-Stand-1-2,901,2053,33,29
ani049-Stand-1-3,901,2082,33,29
ani049-Stand-1-4,901,2111,33,29
ani049-Stand-2-1,1918,1793,43,30
ani049-Stand-2-2,1398,2238,42,30
ani049-Stand-2-3,1440,2179,42,29
ani049-Stand-2-4,1398,2268,42,30
ani049-Stand-3-1,1927,1516,34,38
ani049-Stand-3-2,2134,2017,33,38
ani049-Stand-3-3,2134,2075,33,38
ani049-Stand-3-4,2134,2113,33,38
ani049-Stand-4-1,3880,520,14,41
ani049-Stand-4-2,4634,2408,14,41
ani049-Stand-4-3,4634,2449,14,41
ani049-Stand-4-4,4634,2490,14,41
ani049-Stand-5-1,2134,2151,33,38
ani049-Stand-5-2,2134,2189,33,38
ani049-Stand-5-3,476,2347,32,37
ani049-Stand-5-4,2134,2227,33,38
ani049-Stand-6-1,3953,1841,43,31
ani049-Stand-6-2,1442,2148,42,31
ani049-Stand-6-3,1398,2176,42,31
ani049-Stand-6-4,1398,2207,42,31
ani049-Stand-7-1,1188,2337,33,29
ani049-Stand-7-2,1447,2448,33,29
ani049-Stand-7-3,1447,2477,33,29
ani049-Stand-7-4,684,2175,33,29
ani049-Walk-0-1,290,148,22,36
ani049-Walk-0-2,4417,1393,22,35
ani049-Walk-0-3,4417,1356,22,37
ani049-Walk-0-4,4417,1318,22,38
ani049-Walk-0-5,4105,1217,22,39
ani049-Walk-0-6,4202,1218,22,35
ani049-Walk-1-1,1276,2198,41,30
ani049-Walk-1-2,1152,2109,44,32
ani049-Walk-1-3,0,2570,46,32
ani049-Walk-1-4,2382,1575,52,31
ani049-Walk-1-5,0,2602,46,31
ani049-Walk-2-1,2419,1802,50,29
ani049-Walk-2-2,2751,1222,53,29
ani049-Walk-2-3,3152,1198,55,28
ani049-Walk-2-4,3329,1308,59,28
ani049-Walk-2-5,3725,775,64,28
ani049-Walk-2-6,2176,1281,56,29
ani049-Walk-3-1,1809,2486,41,40
ani049-Walk-3-2,1196,2134,42,41
ani049-Walk-3-3,3953,1761,43,42
ani049-Walk-3-4,352,2265,46,43
ani049-Walk-3-5,2220,1574,50,41
ani049-Walk-4-1,4515,990,22,43
ani049-Walk-4-2,2560,386,23,44
ani049-Walk-4-3,4515,946,22,44
ani049-Walk-4-4,4107,682,22,46
ani049-Walk-4-5,4977,1550,23,48
ani049-Walk-4-6,4107,635,22,47
ani049-Walk-5-1,0,2381,46,40
ani049-Walk-5-2,554,1934,47,39
ani049-Walk-5-3,2640,1930,51,38
ani049-Walk-5-4,2006,1284,54,40
ani049-Walk-5-5,1961,1874,49,43
ani049-Walk-6-1,2462,948,56,28
ani049-Walk-6-2,3207,1220,55,28
ani049-Walk-6-3,2769,756,57,28
ani049-Walk-6-4,3452,758,61,28
ani049-Walk-6-5,4753,2419,66,29
ani049-Walk-6-6,3329,1006,60,28
ani049-Walk-7-1,1066,1739,46,29
ani049-Walk-7-2,1319,2084,44,31
ani049-Walk-7-3,1063,2075,45,34
ani049-Walk-7-4,2168,2017,49,35
ani049-Walk-7-5,1566,1544,54,30
ani052-Attack-0-1,4635,2144,16,38
ani052-Attack-0-2,4635,2062,16,41
ani052-Attack-0-3,4635,1977,16,43
ani052-Attack-0-4,2425,208,21,26
ani052-Attack-0-5,4105,918,24,39
ani052-Attack-1-1,934,1949,45,34
ani052-Attack-1-2,1240,2064,44,36
ani052-Attack-1-3,3953,1803,43,38
ani052-Attack-1-4,2266,2056,49,32
ani052-Attack-1-5,1400,2141,42,35
ani052-Attack-2-1,3510,910,60,28
ani052-Attack-2-2,3164,795,60,24
ani052-Attack-2-3,3329,1364,58,25
ani052-Attack-2-4,4118,2105,68,41
ani052-Attack-2-5,4753,2463,66,25
ani052-Attack-3-1,1904,2445,45,40
ani052-Attack-3-2,1016,2012,45,31
ani052-Attack-3-3,974,849,44,28
ani052-Attack-3-4,1402,1901,53,54
ani052-Attack-3-5,3447,1280,59,32
ani052-Attack-4-1,1147,79,16,46
ani052-Attack-4-2,4634,2333,16,35
ani052-Attack-4-3,4634,2376,16,32
ani052-Attack-4-4,4418,1180,21,60
ani052-Attack-4-5,4105,1052,23,42
ani052-Attack-5-1,83,2371,46,40
ani052-Attack-5-2,1240,2100,44,32
ani052-Attack-5-3,1918,1823,43,30
ani052-Attack-5-4,2315,2005,49,52
ani052-Attack-5-5,1152,2141,42,39
ani052-Attack-6-1,3633,835,60,28
ani052-Attack-6-2,3633,863,60,24
ani052-Attack-6-3,3387,1364,58,24
ani052-Attack-6-4,4753,2114,67,31
ani052-Attack-6-5,4648,2500,66,25
ani052-Attack-7-1,934,1983,45,34
ani052-Attack-7-2,0,2534,46,36
ani052-Attack-7-3,1152,2072,44,37
ani052-Attack-7-4,0,1337,53,21
ani052-Attack-7-5,3388,1306,59,31
ani052-Stand-0-1,4635,2182,16,38
ani052-Stand-0-2,4635,2220,16,38
ani052-Stand-0-3,4634,2296,16,37
ani052-Stand-0-4,4634,2258,16,38
ani052-Stand-1-1,856,2021,45,34
ani052-Stand-1-2,765,2115,45,33
ani052-Stand-1-3,1016,1946,45,33
ani052-Stand-1-4,1016,1979,45,33
ani052-Stand-2-1,4507,1794,59,27
ani052-Stand-2-2,3447,1312,59,27
ani052-Stand-2-3,3388,1337,59,27
ani052-Stand-2-4,3565,1332,59,27
ani052-Stand-3-1,1063,1963,45,39
ani052-Stand-3-2,1064,1838,45,40
ani052-Stand-3-3,1018,1866,45,40
ani052-Stand-3-4,1859,2444,45,41
ani052-Stand-4-1,1147,125,16,46
ani052-Stand-4-2,3709,399,16,45
ani052-Stand-4-3,3709,444,16,45
ani052-Stand-4-4,1147,171,16,46
ani052-Stand-5-1,1109,1838,45,40
ani052-Stand-5-2,1109,1878,45,40
ani052-Stand-5-3,1063,1883,45,40
ani052-Stand-5-4,1018,1906,45,40
ani052-Stand-6-1,3329,1336,59,28
ani052-Stand-6-2,3565,1276,59,28
ani052-Stand-6-3,3565,1304,59,28
ani052-Stand-6-4,3506,1309,59,28
ani052-Stand-7-1,765,2047,45,34
ani052-Stand-7-2,934,2017,45,33
ani052-Stand-7-3,934,2050,45,33
ani052-Stand-7-4,856,2055,45,33
ani052-Walk-0-1,699,667,17,42
ani052-Walk-0-2,4635,2020,16,42
ani052-Walk-0-3,1385,523,17,42
ani052-Walk-0-4,3709,353,16,46
ani052-Walk-0-5,4635,2103,16,41
ani052-Walk-1-1,2169,1741,50,37
ani052-Walk-1-2,2382,1506,52,36
ani052-Walk-1-3,3207,1183,55,37
ani052-Walk-1-4,2831,742,57,38
ani052-Walk-1-5,2434,1519,52,33
ani052-Walk-2-1,3789,754,64,30
ani052-Walk-2-2,4899,2408,66,28
ani052-Walk-2-3,4343,1458,67,28
ani052-Walk-2-4,671,1731,73,28
ani052-Walk-2-5,671,1759,73,28
ani052-Walk-3-1,2742,1688,51,41
ani052-Walk-3-2,718,2039,47,42
ani052-Walk-3-3,1868,1894,48,42
ani052-Walk-3-4,2589,1088,53,41
ani052-Walk-3-5,2405,943,57,39
ani052-Walk-4-1,141,75,17,48
ani052-Walk-4-2,3709,489,16,45
ani052-Walk-4-3,141,123,17,47
ani052-Walk-4-4,141,170,17,46
ani052-Walk-4-5,3877,561,16,45
ani052-Walk-5-1,2120,1581,50,42
ani052-Walk-5-2,2278,1609,52,40
ani052-Walk-5-3,3097,1190,55,40
ani052-Walk-5-4,2589,831,57,41
ani052-Walk-5-5,2278,1443,52,42
ani052-Walk-6-1,3917,745,64,28
ani052-Walk-6-2,4819,2441,66,28
ani052-Walk-6-3,4902,2040,67,28
ani052-Walk-6-4,671,1671,73,31
ani052-Walk-6-5,671,1702,73,29
ani052-Walk-7-1,2793,1725,51,36
ani052-Walk-7-2,554,2126,47,35
ani052-Walk-7-3,1732,2026,48,35
ani052-Walk-7-4,2461,1183,53,40
ani052-Walk-7-5,2237,1218,56,35
ani054-Attack-0-1,976,2381,27,31
ani054-Attack-0-2,996,2252,29,27
ani054-Attack-0-3,0,2663,30,27
ani054-Attack-0-4,555,2477,31,38
ani054-Attack-0-5,1106,2836,27,40
ani054-Attack-0-6,4105,1256,22,34
ani054-Attack-0-7,4105,878,24,40
ani054-Attack-0-8,915,2466,27,28
ani054-Attack-1-1,1547,2627,35,32
ani054-Attack-1-2,1284,2025,35,29
ani054-Attack-1-3,2382,1542,52,33
ani054-Attack-1-4,2170,1534,50,44
ani054-Attack-1-5,2382,1467,52,39
ani054-Attack-1-6,1196,2099,44,35
ani054-Attack-1-7,2086,1555,34,31
ani054-Attack-2-1,2269,1802,50,35
ani054-Attack-2-2,1867,2117,48,32
ani054-Attack-2-3,2434,1552,52,32
ani054-Attack-2-4,4753,1970,67,57
ani054-Attack-2-5,401,1452,69,48
ani054-Attack-2-6,4118,2146,68,40
ani054-Attack-2-7,2006,1400,54,35
ani054-Attack-2-8,1819,2014,48,35
ani054-Attack-3-1,1859,2402,45,42
ani054-Attack-3-2,156,2414,46,40
ani054-Attack-3-3,3202,1557,54,45
ani054-Attack-3-4,3329,1489,57,68
ani054-Attack-3-5,1402,1785,53,61
ani054-Attack-3-6,1809,2445,41,41
ani054-Attack-3-7,1961,1958,49,41
ani054-Attack-4-1,1106,2493,27,49
ani054-Attack-4-2,801,2389,29,46
ani054-Attack-4-3,331,2530,30,48
ani054-Attack-4-4,4537,1165,31,71
ani054-Attack-4-5,1705,1662,27,76
ani054-Attack-4-6,834,889,22,51
ani054-Attack-4-7,4105,832,24,46
ani054-Attack-4-8,1106,2542,27,49
ani054-Attack-5-1,717,2165,35,45
ani054-Attack-5-2,638,2182,35,44
ani054-Attack-5-3,2641,1325,52,51
ani054-Attack-5-4,2589,1850,50,67
ani054-Attack-5-5,2293,1244,52,62
ani054-Attack-5-6,1196,2056,44,43
ani054-Attack-5-7,2086,1365,34,44
ani054-Attack-6-1,2220,1697,50,38
ani054-Attack-6-2,1819,2049,48,35
ani054-Attack-6-3,2691,1760,51,35
ani054-Attack-6-4,4651,2051,67,42
ani054-Attack-6-5,89,1456,69,59
ani054-Attack-6-6,4030,2193,68,40
ani054-Attack-6-7,2006,1435,54,35
ani054-Attack-6-8,1652,2090,48,37
ani054-Attack-7-1,856,2088,45,32
ani054-Attack-7-2,1112,1739,46,29
ani054-Attack-7-3,1566,1510,54,34
ani054-Attack-7-4,2467,908,57,40
ani054-Attack-7-5,2751,1151,53,36
ani054-Attack-7-6,1235,2175,41,32
ani054-Attack-7-7,2315,2057,49,29
ani054-Stand-0-1,976,2412,27,31
ani054-Stand-0-2,1024,2298,28,31
ani054-Stand-0-3,951,2297,28,31
